Volume,Descrição do Volume,Rótulo,Pasta 1,Pasta 2,Nome do arquivo,Tamanho em bytes
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0021x_SMS22_20110704_183000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0021x_SMS22_20110704_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0021x_SMS22_20110705_052300.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0021x_SMS22_20110705_183000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0021x_SMS22_20110705_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0021x_SMS22_20110706_052300.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0021x_SMS22_20110706_183000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0021x_SMS22_20110706_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0021x_SMS22_20110707_052300.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110702_183000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110702_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110703_052300.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110703_183000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110703_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110704_052300.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110704_183000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110704_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110705_052300.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110705_183000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110705_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110706_052300.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110706_183000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110706_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,DI,DIm0022x_SMS11_20110707_052300.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110730_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110730_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110731_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110731_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110731_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110801_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110801_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110801_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110802_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110802_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110802_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110803_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110803_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110803_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0001x_SMS04_20110804_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110730_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110730_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110731_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110731_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110731_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110801_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110801_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110801_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110802_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110802_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110802_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110803_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110803_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110803_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0002x_SMS12_20110804_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110730_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110730_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110731_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110731_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110731_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110801_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110801_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110801_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110802_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110802_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110802_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110803_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110803_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110803_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0003x_SMS06_20110804_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110730_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110730_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110731_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110731_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110731_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110801_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110801_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110801_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110802_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110802_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110802_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110803_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110803_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110803_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0006x_SMS03_20110804_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110730_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110730_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110731_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110731_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110731_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110801_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110801_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110801_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110802_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110802_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110802_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110803_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110803_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110803_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0007x_SMS16_20110804_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110730_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110730_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110731_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110731_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110731_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110801_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110801_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110801_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110802_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110802_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110802_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110803_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110803_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110803_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0008x_SMS20_20110804_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110730_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110730_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110731_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110731_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110731_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110801_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110801_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110801_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110802_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110802_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110802_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110803_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110803_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0009x_SMS10_20110803_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110730_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110730_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110731_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110731_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110731_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110801_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110801_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110801_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110802_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110802_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110802_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110803_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110803_182800.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110803_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,FL,FLm0010x_SMS24_20110804_052600.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110822_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110822_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110823_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110823_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110823_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110824_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110824_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110824_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110825_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110825_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110825_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110826_052000.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110826_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110826_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0001x_SMS20_20110827_052000.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110822_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110822_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110823_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110823_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110823_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110824_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110824_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110824_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110825_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110825_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110825_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110826_052000.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110826_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0002x_SMS08_20110826_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110823_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110823_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110824_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110824_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110824_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110825_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110825_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110825_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110826_052000.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110826_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110826_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110827_052000.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110827_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110827_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0003x_SMS04_20110828_052000.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110823_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110823_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110824_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110824_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110824_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110825_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110825_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110825_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110826_052000.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110826_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110826_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110827_052000.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110827_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110827_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0004x_SMS23_20110828_052000.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110823_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110823_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110824_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110824_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110824_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110825_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110825_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110825_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110826_052000.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110826_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110826_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110827_052000.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0005x_SMS05_20110827_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0007x_SMS29_20110823_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0007x_SMS29_20110823_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0007x_SMS29_20110824_052100.wav,691200512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0007x_SMS29_20110824_182700.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0007x_SMS29_20110824_210000.wav,345600512
Matinta,Preto lisinho,Disco local Orig 2011,Grav_Originais2011,GA,GAm0007x_SMS29_20110825_052100.wav,691200512
