"Order","Family","Genus","species","Scientific name","English name"
"Caprimulgiformes","Caprimulgidae","Eleothreptus","anomalus","Eleothreptus anomalus","Sickle-winged Nightjar"
"Caprimulgiformes","Caprimulgidae","Nyctiphrynus","rosenbergi","Nyctiphrynus rosenbergi","Choco Poorwill"
"Caprimulgiformes","Caprimulgidae","Nyctiphrynus","ocellatus","Nyctiphrynus ocellatus","Ocellated Poorwill"
"Caprimulgiformes","Caprimulgidae","Antrostomus","sericocaudatus","Antrostomus sericocaudatus","Silky-tailed Nightjar"
"Caprimulgiformes","Caprimulgidae","Antrostomus","carolinensis","Antrostomus carolinensis","Chuck-will's-widow"
"Caprimulgiformes","Caprimulgidae","Antrostomus","rufus","Antrostomus rufus","Rufous Nightjar"
"Apodiformes","Apodidae","Cypseloides","cherriei","Cypseloides cherriei","Spot-fronted Swift"
"Apodiformes","Apodidae","Cypseloides","cryptus","Cypseloides cryptus","White-chinned Swift"
"Apodiformes","Apodidae","Cypseloides","niger","Cypseloides niger","Black Swift"
"Apodiformes","Apodidae","Cypseloides","lemosi","Cypseloides lemosi","White-chested Swift"
"Apodiformes","Apodidae","Cypseloides","rothschildi","Cypseloides rothschildi","Rothschild's Swift"
"Apodiformes","Apodidae","Cypseloides","fumigatus","Cypseloides fumigatus","Sooty Swift"
"Apodiformes","Apodidae","Cypseloides","senex","Cypseloides senex","Great Dusky Swift"
"Apodiformes","Apodidae","Streptoprocne","rutila","Streptoprocne rutila","Chestnut-collared Swift"
"Apodiformes","Apodidae","Streptoprocne","phelpsi","Streptoprocne phelpsi","Tepui Swift"
"Apodiformes","Apodidae","Streptoprocne","zonaris","Streptoprocne zonaris","White-collared Swift"
"Apodiformes","Apodidae","Streptoprocne","biscutata","Streptoprocne biscutata","Biscutate Swift"
"Apodiformes","Apodidae","Chaetura","cinereiventris","Chaetura cinereiventris","Gray-rumped Swift"
"Apodiformes","Apodidae","Chaetura","spinicaudus","Chaetura spinicaudus","Band-rumped Swift"
"Apodiformes","Apodidae","Chaetura","egregia","Chaetura egregia","Pale-rumped Swift"
"Apodiformes","Apodidae","Chaetura","pelagica","Chaetura pelagica","Chimney Swift"
"Apodiformes","Apodidae","Chaetura","vauxi","Chaetura vauxi","Vaux's Swift"
"Apodiformes","Apodidae","Chaetura","chapmani","Chaetura chapmani","Chapman's Swift"
"Apodiformes","Apodidae","Chaetura","andrei","Chaetura andrei","Ashy-tailed Swift"
"Apodiformes","Apodidae","Chaetura","meridionalis","Chaetura meridionalis","Sick's Swift"
"Apodiformes","Apodidae","Chaetura","brachyura","Chaetura brachyura","Short-tailed Swift"
"Apodiformes","Apodidae","Aeronautes","montivagus","Aeronautes montivagus","White-tipped Swift"
"Apodiformes","Apodidae","Aeronautes","andecolus","Aeronautes andecolus","Andean Swift"
"Apodiformes","Apodidae","Tachornis","furcata","Tachornis furcata","Pygmy Palm Swift"
"Apodiformes","Apodidae","Tachornis","squamata","Tachornis squamata","Fork-tailed Palm Swift"
"Apodiformes","Apodidae","Panyptila","cayennensis","Panyptila cayennensis","Lesser Swallow-tailed Swift"
"Apodiformes","Apodidae","Apus","apus","Apus apus","Common Swift"
"Apodiformes","Trochilidae","Topaza","pella","Topaza pella","Crimson Topaz"
"Apodiformes","Trochilidae","Topaza","pyra","Topaza pyra","Fiery Topaz"
"Apodiformes","Trochilidae","Florisuga","mellivora","Florisuga mellivora","White-necked Jacobin"
"Apodiformes","Trochilidae","Florisuga","fusca","Florisuga fusca","Black Jacobin"
"Apodiformes","Trochilidae","Eutoxeres","aquila","Eutoxeres aquila","White-tipped Sicklebill"
"Apodiformes","Trochilidae","Eutoxeres","condamini","Eutoxeres condamini","Buff-tailed Sicklebill"
"Apodiformes","Trochilidae","Ramphodon","naevius","Ramphodon naevius","Saw-billed Hermit"
"Apodiformes","Trochilidae","Glaucis","dohrnii","Glaucis dohrnii","Hook-billed Hermit"
"Apodiformes","Trochilidae","Glaucis","aeneus","Glaucis aeneus","Bronzy Hermit"
"Apodiformes","Trochilidae","Glaucis","hirsutus","Glaucis hirsutus","Rufous-breasted Hermit"
"Apodiformes","Trochilidae","Threnetes","ruckeri","Threnetes ruckeri","Band-tailed Barbthroat"
"Apodiformes","Trochilidae","Threnetes","leucurus","Threnetes leucurus","Pale-tailed Barbthroat"
"Apodiformes","Trochilidae","Threnetes","niger","Threnetes niger","Sooty Barbthroat"
"Apodiformes","Trochilidae","Anopetia","gounellei","Anopetia gounellei","Broad-tipped Hermit"
"Apodiformes","Trochilidae","Phaethornis","squalidus","Phaethornis squalidus","Dusky-throated Hermit"
"Apodiformes","Trochilidae","Phaethornis","rupurumii","Phaethornis rupurumii","Streak-throated Hermit"
"Apodiformes","Trochilidae","Phaethornis","longuemareus","Phaethornis longuemareus","Little Hermit"
"Apodiformes","Trochilidae","Phaethornis","aethopygus","Phaethornis aethopygus","Tapajos Hermit"
"Apodiformes","Trochilidae","Phaethornis","idaliae","Phaethornis idaliae","Minute Hermit"
"Apodiformes","Trochilidae","Phaethornis","nattereri","Phaethornis nattereri","Cinnamon-throated Hermit"
"Apodiformes","Trochilidae","Phaethornis","atrimentalis","Phaethornis atrimentalis","Black-throated Hermit"
"Apodiformes","Trochilidae","Phaethornis","striigularis","Phaethornis striigularis","Stripe-throated Hermit"
"Apodiformes","Trochilidae","Phaethornis","griseogularis","Phaethornis griseogularis","Gray-chinned Hermit"
"Apodiformes","Trochilidae","Phaethornis","ruber","Phaethornis ruber","Reddish Hermit"
"Apodiformes","Trochilidae","Phaethornis","stuarti","Phaethornis stuarti","White-browed Hermit"
"Apodiformes","Trochilidae","Phaethornis","subochraceus","Phaethornis subochraceus","Buff-bellied Hermit"
"Apodiformes","Trochilidae","Phaethornis","augusti","Phaethornis augusti","Sooty-capped Hermit"
"Apodiformes","Trochilidae","Phaethornis","pretrei","Phaethornis pretrei","Planalto Hermit"
"Apodiformes","Trochilidae","Phaethornis","eurynome","Phaethornis eurynome","Scale-throated Hermit"
"Apodiformes","Trochilidae","Phaethornis","anthophilus","Phaethornis anthophilus","Pale-bellied Hermit"
"Apodiformes","Trochilidae","Phaethornis","hispidus","Phaethornis hispidus","White-bearded Hermit"
"Apodiformes","Trochilidae","Phaethornis","yaruqui","Phaethornis yaruqui","White-whiskered Hermit"
"Apodiformes","Trochilidae","Phaethornis","guy","Phaethornis guy","Green Hermit"
"Apodiformes","Trochilidae","Phaethornis","syrmatophorus","Phaethornis syrmatophorus","Tawny-bellied Hermit"
"Apodiformes","Trochilidae","Phaethornis","koepckeae","Phaethornis koepckeae","Koepcke's Hermit"
"Apodiformes","Trochilidae","Phaethornis","philippii","Phaethornis philippii","Needle-billed Hermit"
"Apodiformes","Trochilidae","Phaethornis","bourcieri","Phaethornis bourcieri","Straight-billed Hermit"
"Apodiformes","Trochilidae","Phaethornis","longirostris","Phaethornis longirostris","Long-billed Hermit"
"Apodiformes","Trochilidae","Phaethornis","superciliosus","Phaethornis superciliosus","Long-tailed Hermit"
"Apodiformes","Trochilidae","Phaethornis","malaris","Phaethornis malaris","Great-billed Hermit"
"Apodiformes","Trochilidae","Doryfera","ludovicae","Doryfera ludovicae","Green-fronted Lancebill"
"Apodiformes","Trochilidae","Doryfera","johannae","Doryfera johannae","Blue-fronted Lancebill"
"Apodiformes","Trochilidae","Schistes","albogularis","Schistes albogularis","White-throated Daggerbill"
"Apodiformes","Trochilidae","Schistes","geoffroyi","Schistes geoffroyi","Geoffroy's Daggerbill"
"Apodiformes","Trochilidae","Augastes","scutatus","Augastes scutatus","Hyacinth Visorbearer"
"Apodiformes","Trochilidae","Augastes","lumachella","Augastes lumachella","Hooded Visorbearer"
"Apodiformes","Trochilidae","Colibri","delphinae","Colibri delphinae","Brown Violetear"
"Apodiformes","Trochilidae","Colibri","cyanotus","Colibri cyanotus","Lesser Violetear"
"Apodiformes","Trochilidae","Colibri","coruscans","Colibri coruscans","Sparkling Violetear"
"Apodiformes","Trochilidae","Colibri","serrirostris","Colibri serrirostris","White-vented Violetear"
"Apodiformes","Trochilidae","Androdon","aequatorialis","Androdon aequatorialis","Tooth-billed Hummingbird"
"Apodiformes","Trochilidae","Heliactin","bilophus","Heliactin bilophus","Horned Sungem"
"Apodiformes","Trochilidae","Heliothryx","barroti","Heliothryx barroti","Purple-crowned Fairy"
"Apodiformes","Trochilidae","Heliothryx","auritus","Heliothryx auritus","Black-eared Fairy"
"Apodiformes","Trochilidae","Polytmus","guainumbi","Polytmus guainumbi","White-tailed Goldenthroat"
"Apodiformes","Trochilidae","Polytmus","milleri","Polytmus milleri","Tepui Goldenthroat"
"Apodiformes","Trochilidae","Polytmus","theresiae","Polytmus theresiae","Green-tailed Goldenthroat"
"Apodiformes","Trochilidae","Avocettula","recurvirostris","Avocettula recurvirostris","Fiery-tailed Awlbill"
"Apodiformes","Trochilidae","Chrysolampis","mosquitus","Chrysolampis mosquitus","Ruby-topaz Hummingbird"
"Apodiformes","Trochilidae","Anthracothorax","viridigula","Anthracothorax viridigula","Green-throated Mango"
"Apodiformes","Trochilidae","Anthracothorax","prevostii","Anthracothorax prevostii","Green-breasted Mango"
"Apodiformes","Trochilidae","Anthracothorax","nigricollis","Anthracothorax nigricollis","Black-throated Mango"
"Apodiformes","Trochilidae","Heliangelus","mavors","Heliangelus mavors","Orange-throated Sunangel"
"Apodiformes","Trochilidae","Heliangelus","amethysticollis","Heliangelus amethysticollis","Amethyst-throated Sunangel"
"Apodiformes","Trochilidae","Heliangelus","strophianus","Heliangelus strophianus","Gorgeted Sunangel"
"Apodiformes","Trochilidae","Heliangelus","exortis","Heliangelus exortis","Tourmaline Sunangel"
"Apodiformes","Trochilidae","Heliangelus","micraster","Heliangelus micraster","Little Sunangel"
"Apodiformes","Trochilidae","Heliangelus","viola","Heliangelus viola","Purple-throated Sunangel"
"Apodiformes","Trochilidae","Heliangelus","zusii","Heliangelus zusii","Bogota Sunangel"
"Apodiformes","Trochilidae","Heliangelus","regalis","Heliangelus regalis","Royal Sunangel"
"Apodiformes","Trochilidae","Sephanoides","sephaniodes","Sephanoides sephaniodes","Green-backed Firecrown"
"Apodiformes","Trochilidae","Sephanoides","fernandensis","Sephanoides fernandensis","Juan Fernandez Firecrown"
"Apodiformes","Trochilidae","Discosura","conversii","Discosura conversii","Green Thorntail"
"Apodiformes","Trochilidae","Discosura","popelairii","Discosura popelairii","Wire-crested Thorntail"
"Apodiformes","Trochilidae","Discosura","langsdorffi","Discosura langsdorffi","Black-bellied Thorntail"
"Apodiformes","Trochilidae","Discosura","letitiae","Discosura letitiae","Coppery Thorntail"
"Apodiformes","Trochilidae","Discosura","longicaudus","Discosura longicaudus","Racket-tipped Thorntail"
"Apodiformes","Trochilidae","Lophornis","ornatus","Lophornis ornatus","Tufted Coquette"
"Apodiformes","Trochilidae","Lophornis","gouldii","Lophornis gouldii","Dot-eared Coquette"
"Apodiformes","Trochilidae","Lophornis","magnificus","Lophornis magnificus","Frilled Coquette"
"Apodiformes","Trochilidae","Lophornis","delattrei","Lophornis delattrei","Rufous-crested Coquette"
"Apodiformes","Trochilidae","Lophornis","stictolophus","Lophornis stictolophus","Spangled Coquette"
"Apodiformes","Trochilidae","Lophornis","verreauxii","Lophornis verreauxii","Butterfly Coquette"
"Apodiformes","Trochilidae","Lophornis","chalybeus","Lophornis chalybeus","Festive Coquette"
"Apodiformes","Trochilidae","Lophornis","pavoninus","Lophornis pavoninus","Peacock Coquette"
"Apodiformes","Trochilidae","Phlogophilus","hemileucurus","Phlogophilus hemileucurus","Ecuadorian Piedtail"
"Apodiformes","Trochilidae","Phlogophilus","harterti","Phlogophilus harterti","Peruvian Piedtail"
"Apodiformes","Trochilidae","Adelomyia","melanogenys","Adelomyia melanogenys","Speckled Hummingbird"
"Apodiformes","Trochilidae","Aglaiocercus","kingii","Aglaiocercus kingii","Long-tailed Sylph"
"Apodiformes","Trochilidae","Aglaiocercus","coelestis","Aglaiocercus coelestis","Violet-tailed Sylph"
"Apodiformes","Trochilidae","Aglaiocercus","berlepschi","Aglaiocercus berlepschi","Venezuelan Sylph"
"Apodiformes","Trochilidae","Sappho","sparganurus","Sappho sparganurus","Red-tailed Comet"
"Apodiformes","Trochilidae","Polyonymus","caroli","Polyonymus caroli","Bronze-tailed Comet"
"Apodiformes","Trochilidae","Taphrolesbia","griseiventris","Taphrolesbia griseiventris","Gray-bellied Comet"
"Apodiformes","Trochilidae","Oreotrochilus","estella","Oreotrochilus estella","Andean Hillstar"
"Apodiformes","Trochilidae","Oreotrochilus","leucopleurus","Oreotrochilus leucopleurus","White-sided Hillstar"
"Apodiformes","Trochilidae","Oreotrochilus","chimborazo","Oreotrochilus chimborazo","Ecuadorian Hillstar"
"Apodiformes","Trochilidae","Oreotrochilus","cyanolaemus","Oreotrochilus cyanolaemus","Blue-throated Hillstar"
"Apodiformes","Trochilidae","Oreotrochilus","stolzmanni","Oreotrochilus stolzmanni","Green-headed Hillstar"
"Apodiformes","Trochilidae","Oreotrochilus","melanogaster","Oreotrochilus melanogaster","Black-breasted Hillstar"
"Apodiformes","Trochilidae","Oreotrochilus","adela","Oreotrochilus adela","Wedge-tailed Hillstar"
"Apodiformes","Trochilidae","Opisthoprora","euryptera","Opisthoprora euryptera","Mountain Avocetbill"
"Apodiformes","Trochilidae","Lesbia","victoriae","Lesbia victoriae","Black-tailed Trainbearer"
"Apodiformes","Trochilidae","Lesbia","nuna","Lesbia nuna","Green-tailed Trainbearer"
"Apodiformes","Trochilidae","Ramphomicron","dorsale","Ramphomicron dorsale","Black-backed Thornbill"
"Apodiformes","Trochilidae","Ramphomicron","microrhynchum","Ramphomicron microrhynchum","Purple-backed Thornbill"
"Apodiformes","Trochilidae","Oreonympha","nobilis","Oreonympha nobilis","Bearded Mountaineer"
"Apodiformes","Trochilidae","Oxypogon","stuebelii","Oxypogon stuebelii","Buffy Helmetcrest"
"Apodiformes","Trochilidae","Oxypogon","cyanolaemus","Oxypogon cyanolaemus","Blue-bearded Helmetcrest"
"Apodiformes","Trochilidae","Oxypogon","lindenii","Oxypogon lindenii","White-bearded Helmetcrest"
"Apodiformes","Trochilidae","Oxypogon","guerinii","Oxypogon guerinii","Green-bearded Helmetcrest"
"Apodiformes","Trochilidae","Chalcostigma","ruficeps","Chalcostigma ruficeps","Rufous-capped Thornbill"
"Apodiformes","Trochilidae","Chalcostigma","olivaceum","Chalcostigma olivaceum","Olivaceous Thornbill"
"Apodiformes","Trochilidae","Chalcostigma","stanleyi","Chalcostigma stanleyi","Blue-mantled Thornbill"
"Apodiformes","Trochilidae","Chalcostigma","heteropogon","Chalcostigma heteropogon","Bronze-tailed Thornbill"
"Apodiformes","Trochilidae","Chalcostigma","herrani","Chalcostigma herrani","Rainbow-bearded Thornbill"
"Apodiformes","Trochilidae","Metallura","tyrianthina","Metallura tyrianthina","Tyrian Metaltail"
"Apodiformes","Trochilidae","Metallura","iracunda","Metallura iracunda","Perija Metaltail"
"Apodiformes","Trochilidae","Metallura","williami","Metallura williami","Viridian Metaltail"
"Apodiformes","Trochilidae","Metallura","baroni","Metallura baroni","Violet-throated Metaltail"
"Apodiformes","Trochilidae","Metallura","odomae","Metallura odomae","Neblina Metaltail"
"Apodiformes","Trochilidae","Metallura","theresiae","Metallura theresiae","Coppery Metaltail"
"Apodiformes","Trochilidae","Metallura","eupogon","Metallura eupogon","Fire-throated Metaltail"
"Apodiformes","Trochilidae","Metallura","aeneocauda","Metallura aeneocauda","Scaled Metaltail"
"Apodiformes","Trochilidae","Metallura","phoebe","Metallura phoebe","Black Metaltail"
"Apodiformes","Trochilidae","Haplophaedia","aureliae","Haplophaedia aureliae","Greenish Puffleg"
"Apodiformes","Trochilidae","Haplophaedia","assimilis","Haplophaedia assimilis","Buff-thighed Puffleg"
"Apodiformes","Trochilidae","Haplophaedia","lugens","Haplophaedia lugens","Hoary Puffleg"
"Apodiformes","Trochilidae","Eriocnemis","nigrivestis","Eriocnemis nigrivestis","Black-breasted Puffleg"
"Apodiformes","Trochilidae","Eriocnemis","isabellae","Eriocnemis isabellae","Gorgeted Puffleg"
"Apodiformes","Trochilidae","Eriocnemis","vestita","Eriocnemis vestita","Glowing Puffleg"
"Apodiformes","Trochilidae","Eriocnemis","derbyi","Eriocnemis derbyi","Black-thighed Puffleg"
"Apodiformes","Trochilidae","Eriocnemis","godini","Eriocnemis godini","Turquoise-throated Puffleg"
"Apodiformes","Trochilidae","Eriocnemis","cupreoventris","Eriocnemis cupreoventris","Coppery-bellied Puffleg"
"Apodiformes","Trochilidae","Eriocnemis","luciani","Eriocnemis luciani","Sapphire-vented Puffleg"
"Apodiformes","Trochilidae","Eriocnemis","mosquera","Eriocnemis mosquera","Golden-breasted Puffleg"
"Apodiformes","Trochilidae","Eriocnemis","glaucopoides","Eriocnemis glaucopoides","Blue-capped Puffleg"
"Apodiformes","Trochilidae","Eriocnemis","mirabilis","Eriocnemis mirabilis","Colorful Puffleg"
"Apodiformes","Trochilidae","Eriocnemis","aline","Eriocnemis aline","Emerald-bellied Puffleg"
"Apodiformes","Trochilidae","Loddigesia","mirabilis","Loddigesia mirabilis","Marvelous Spatuletail"
"Apodiformes","Trochilidae","Aglaeactis","cupripennis","Aglaeactis cupripennis","Shining Sunbeam"
"Apodiformes","Trochilidae","Aglaeactis","castelnaudii","Aglaeactis castelnaudii","White-tufted Sunbeam"
"Apodiformes","Trochilidae","Aglaeactis","aliciae","Aglaeactis aliciae","Purple-backed Sunbeam"
"Apodiformes","Trochilidae","Aglaeactis","pamela","Aglaeactis pamela","Black-hooded Sunbeam"
"Apodiformes","Trochilidae","Coeligena","coeligena","Coeligena coeligena","Bronzy Inca"
"Apodiformes","Trochilidae","Coeligena","wilsoni","Coeligena wilsoni","Brown Inca"
"Apodiformes","Trochilidae","Coeligena","prunellei","Coeligena prunellei","Black Inca"
"Apodiformes","Trochilidae","Coeligena","torquata","Coeligena torquata","Collared Inca"
"Apodiformes","Trochilidae","Coeligena","violifer","Coeligena violifer","Violet-throated Starfrontlet"
"Apodiformes","Trochilidae","Coeligena","iris","Coeligena iris","Rainbow Starfrontlet"
"Apodiformes","Trochilidae","Coeligena","phalerata","Coeligena phalerata","White-tailed Starfrontlet"
"Apodiformes","Trochilidae","Coeligena","orina","Coeligena orina","Dusky Starfrontlet"
"Apodiformes","Trochilidae","Coeligena","lutetiae","Coeligena lutetiae","Buff-winged Starfrontlet"
"Apodiformes","Trochilidae","Coeligena","bonapartei","Coeligena bonapartei","Golden-bellied Starfrontlet"
